tªn thuéc tÝnh	Cã Ph¶I Lµ TiÒn Tè Hay Kh«ng	 Ngò  Hµnh Yªu Cçu 	Yªu Cçu CÊp §é	ID Thuéc TÝnh 	Tham Sè 1 Tèi ThiÓu	Tham Sè 1 Tèi ®a	Tham Sè 2 Tèi ThiÓu	Tham Sè 2 Tèi ®a	Tham Sè 3 Tèi thiÓu	Tham Sè 3 tèi ®a	HiÖu Qu¶ ThuyÕt Minh
Gi¶m §I THêi Gian Cho¸ng				110	90	95	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	100	105	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	110	115	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	50	55	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	60	65	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	70	75	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	80	85	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	90	95	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	100	105	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	110	115	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	4	4	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	8	8	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	9	15	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	16	20	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	21	30	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	31	40	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	41	50	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	51	60	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	61	70	-1	-1	0	0	0
KÜ N¨ng Vâ C«ng Vèn Cã 1_2KNVC				139	1	2	-1	-1	0	0	0
KÜ N¨ng Vâ C«ng Vèn Cã 2_3KNVC				139	2	3	-1	-1	0	0	0
Long Kú Quang Hoµn KNVC				139	1	1	-1	-1	1169	1169	0
Håi Phôc Sinh Lùc				88	10	10	-1	-1	0	0	0
 §¹i Lùc KimCang Ch­ëng 1KNVC				139	1	1	-1	-1	1055	1055	0
Vi Tha HiÕn TrÞ 1KNVC				139	1	1	-1	-1	1056	1056	0
Tam Giíi Quy ThiÒn 1KNVC				139	1	1	-1	-1	1057	1057	0
 Trao 1KNVC				139	1	1	-1	-1	1058	1058	0
B¸t 1KNVC				139	1	1	-1	-1	1059	1059	0
 V­¬ng  Kim 1KNVC				139	1	1	-1	-1	1060	1060	0
KiÕm Hoa V·n Tinh 1KNVC				139	1	1	-1	-1	1061	1061	0
B¨ng Vò1KNVC				139	1	1	-1	-1	1062	1062	0
B¨ng 1KNVC				139	1	1	-1	-1	1063	1063	0
Thñy1KNVC				139	1	1	-1	-1	1065	1065	0
h×nh Liªu Cèc LËp 1KNVC				139	1	1	-1	-1	1066	1066	0
¶nh 1KNVC				139	1	1	-1	-1	1067	1067	0
V« ¶nh Xuyªn 1KNVC				139	1	1	-1	-1	1069	1069	0
 Tø 1KNVC				139	1	1	-1	-1	1070	1070	0
NhÊt 1KNVC				139	1	1	-1	-1	1071	1071	0
Thõa Long 1KNVC				139	1	1	-1	-1	1073	1073	0
Bæng §Þa 1KNVC				139	1	1	-1	-1	1074	1074	0
h¶i né1KNVC				139	1	1	-1	-1	1075	1075	0
HáaGèc 1KNVC				139	1	1	-1	-1	1076	1076	0
T¹o Hãa Th¸i Thanh 1KNVC				139	1	1	-1	-1	1078	1078	0
KiÕm Thñy Tinh hµ 1KNVC				139	1	1	-1	-1	1079	1079	0
Cöu Thiªn  Phong 1KNVC				139	1	1	-1	-1	1080	1080	0
Thiªn L«i ChÊn 1KNVC				139	1	1	-1	-1	1081	1081	0
 §¹i Lùc KimCang Ch­ëng 2KNVC				139	2	2	-1	-1	1055	1055	0
Vi Tha HiÕn TrÞ 2KNVC				139	2	2	-1	-1	1056	1056	0
Tam Giíi Quy ThiÒn 2KNVC				139	2	2	-1	-1	1057	1057	0
 Trao 2KNVC				139	2	2	-1	-1	1058	1058	0
B¸t 2KNVC				139	2	2	-1	-1	1059	1059	0
 V­¬ng  Kim 2KNVC				139	2	2	-1	-1	1060	1060	0
KiÕm Hoa V·n Tinh 2KNVC				139	2	2	-1	-1	1061	1061	0
B¨ng Vò2KNVC				139	2	2	-1	-1	1062	1062	0
B¨ng 2KNVC				139	2	2	-1	-1	1063	1063	0
Thñy2KNVC				139	2	2	-1	-1	1065	1065	0
h×nh Liªu Cèc LËp 2KNVC				139	2	2	-1	-1	1066	1066	0
¶nh 2KNVC				139	2	2	-1	-1	1067	1067	0
V« ¶nh Xuyªn 2KNVC				139	2	2	-1	-1	1069	1069	0
 Tø 2KNVC				139	2	2	-1	-1	1070	1070	0
NhÊt 2KNVC				139	2	2	-1	-1	1071	1071	0
Thõa Long 2KNVC				139	2	2	-1	-1	1073	1073	0
Bæng §Þa 2KNVC				139	2	2	-1	-1	1074	1074	0
h¶i né2KNVC				139	2	2	-1	-1	1075	1075	0
HáaGèc 2KNVC				139	2	2	-1	-1	1076	1076	0
T¹o Hãa Th¸i Thanh 2KNVC				139	2	2	-1	-1	1078	1078	0
KiÕm Thñy Tinh hµ 2KNVC				139	2	2	-1	-1	1079	1079	0
Cöu Thiªn  Phong 2KNVC				139	2	2	-1	-1	1080	1080	0
Thiªn L«i ChÊn 2KNVC				139	2	2	-1	-1	1081	1081	0
 §¹i Lùc KimCang Ch­ëng 3KNVC				139	3	3	-1	-1	1055	1055	0
Vi Tha HiÕn TrÞ 3KNVC				139	3	3	-1	-1	1056	1056	0
Tam Giíi Quy ThiÒn 3KNVC				139	3	3	-1	-1	1057	1057	0
 Trao 3KNVC				139	3	3	-1	-1	1058	1058	0
B¸t 3KNVC				139	3	3	-1	-1	1059	1059	0
 V­¬ng  Kim 3KNVC				139	3	3	-1	-1	1060	1060	0
KiÕm Hoa V·n Tinh 3KNVC				139	3	3	-1	-1	1061	1061	0
B¨ng Vò3KNVC				139	3	3	-1	-1	1062	1062	0
B¨ng 3KNVC				139	3	3	-1	-1	1063	1063	0
Thñy3KNVC				139	3	3	-1	-1	1065	1065	0
h×nh Liªu Cèc LËp 3KNVC				139	3	3	-1	-1	1066	1066	0
¶nh 3KNVC				139	3	3	-1	-1	1067	1067	0
V« ¶nh Xuyªn 3KNVC				139	3	3	-1	-1	1069	1069	0
 Tø 3KNVC				139	3	3	-1	-1	1070	1070	0
NhÊt 3KNVC				139	3	3	-1	-1	1071	1071	0
Thõa Long 3KNVC				139	3	3	-1	-1	1073	1073	0
Bæng §Þa 3KNVC				139	3	3	-1	-1	1074	1074	0
h¶i né3KNVC				139	3	3	-1	-1	1075	1075	0
HáaGèc 3KNVC				139	3	3	-1	-1	1076	1076	0
T¹o Hãa Th¸i Thanh 3KNVC				139	3	3	-1	-1	1078	1078	0
KiÕm Thñy Tinh hµ 3KNVC				139	3	3	-1	-1	1079	1079	0
Cöu Thiªn  Phong 3KNVC				139	3	3	-1	-1	1080	1080	0
Thiªn L«i ChÊn 3KNVC				139	3	3	-1	-1	1081	1081	0
Vò§· 				195	305153	305153	-1	-1	829443	829443	0
Thanh 				195	305409	305409	-1	-1	552963	552963	0
HåiKNVC				139	1	1	-1	-1	1178	1178	0
ThanhKNVC				139	1	1	-1	-1	1180	1180	0
L­uV©n KNVC				139	1	1	-1	-1	1182	1182	0
ThanhKNVC				139	1	1	-1	-1	1184	1184	0
L«iHáaKNVC				139	1	1	-1	-1	1186	1186	0
Thiªn KNVC				139	1	1	-1	-1	1195	1195	0
§iÖp Hoa KNVC				139	1	1	-1	-1	1194	1194	0
Sinh KhÝ (§iÓm)				99	10	10	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	20	20	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	30	30	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	40	40	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	50	50	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	60	60	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	70	70	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	80	80	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	10	10	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	20	20	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	30	30	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	40	40	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	50	50	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	60	60	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	70	70	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	80	80	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	10	10	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	20	20	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	30	30	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	40	40	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	50	50	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	60	60	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	70	70	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	80	80	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	10	10	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	20	20	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	30	30	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	40	40	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	50	50	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	60	60	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	70	70	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	80	80	-1	-1	0	0	0
Sinh Lùc Tèi §a %				234	6	6	-1	-1	0	0	0
Sinh Lùc Tèi §a %				234	8	8	-1	-1	0	0	0
Sinh Lùc Tèi §a %				234	10	10	-1	-1	0	0	0
Sinh Lùc Tèi §a %				234	12	12	-1	-1	0	0	0
Sinh Lùc Tèi §a %				234	14	14	-1	-1	0	0	0
Sinh Lùc Tèi §a %				234	16	16	-1	-1	0	0	0
Sinh Lùc Tèi §a %				234	18	18	-1	-1	0	0	0
Sinh Lùc Tèi §a %				234	20	20	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	3	3	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	4	4	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	5	5	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	6	6	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	7	7	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	8	8	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	9	9	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	10	10	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	100	100	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	200	200	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	300	300	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	400	400	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	500	500	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	600	600	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	700	700	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	800	800	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	100	100	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	200	200	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	300	300	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	400	400	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	500	500	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	600	600	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	700	700	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	800	800	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	6	6	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	8	8	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	10	10	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	12	12	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	14	14	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	16	16	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	18	18	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	20	20	-1	-1	0	0	0
s¸c xuÊt Bá Qua Kh¸ng TÊt C¶1				268	6	6	-1	-1	0	0	0
s¸c xuÊt Bá Qua Kh¸ng TÊt C¶1				268	8	8	-1	-1	0	0	0
s¸c xuÊt Bá Qua Kh¸ng TÊt C¶1				268	10	10	-1	-1	0	0	0
s¸c xuÊt Bá Qua Kh¸ng TÊt C¶1				268	12	12	-1	-1	0	0	0
s¸c xuÊt Bá Qua Kh¸ng TÊt C¶1				268	14	14	-1	-1	0	0	0
s¸c xuÊt Bá Qua Kh¸ng TÊt C¶1				268	16	16	-1	-1	0	0	0
s¸c xuÊt Bá Qua Kh¸ng TÊt C¶1				268	18	18	-1	-1	0	0	0
s¸c xuÊt Bá Qua Kh¸ng TÊt C¶1				268	20	20	-1	-1	0	0	0
s¸c xuÊt T¨ng  S¸t  Th­¬ng 1				269	10	10	-1	-1	0	0	0
s¸c xuÊt T¨ng  S¸t  Th­¬ng 1				269	20	20	-1	-1	0	0	0
s¸c xuÊt T¨ng  S¸t  Th­¬ng 1				269	30	30	-1	-1	0	0	0
s¸c xuÊt T¨ng  S¸t  Th­¬ng 1				269	40	40	-1	-1	0	0	0
s¸c xuÊt T¨ng  S¸t  Th­¬ng 1				269	50	50	-1	-1	0	0	0
s¸c xuÊt T¨ng  S¸t  Th­¬ng 1				269	60	60	-1	-1	0	0	0
s¸c xuÊt T¨ng  S¸t  Th­¬ng 1				269	70	70	-1	-1	0	0	0
s¸c xuÊt T¨ng  S¸t  Th­¬ng 1				269	80	80	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	20	20	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	30	30	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	40	40	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	50	50	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	60	60	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	70	70	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	80	80	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	90	90	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	1	1	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	2	2	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	3	3	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	4	4	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	5	5	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	6	6	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	7	7	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	8	8	-1	-1	0	0	0
s¸c xuÊt §Ò  S¸t NÆng §¸nh 1				271	1	1	-1	-1	0	0	0
s¸c xuÊt §Ò  S¸t NÆng §¸nh 1				271	2	2	-1	-1	0	0	0
s¸c xuÊt §Ò  S¸t NÆng §¸nh 1				271	3	3	-1	-1	0	0	0
s¸c xuÊt §Ò  S¸t NÆng §¸nh 1				271	4	4	-1	-1	0	0	0
s¸c xuÊt §Ò  S¸t NÆng §¸nh 1				271	5	5	-1	-1	0	0	0
s¸c xuÊt §Ò  S¸t NÆng §¸nh 1				271	6	6	-1	-1	0	0	0
s¸c xuÊt §Ò  S¸t NÆng §¸nh 1				271	7	7	-1	-1	0	0	0
s¸c xuÊt §Ò  S¸t NÆng §¸nh 1				271	8	8	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	1	1	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	2	2	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	3	3	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	4	4	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	5	5	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	6	6	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	7	7	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	8	8	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	1	1	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	2	2	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	3	3	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	4	4	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	5	5	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	6	6	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	7	7	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	8	8	-1	-1	0	0	0
Mò B¶oThÇn §en KNVC				139	1	1	-1	-1	1249	1249	0
Mò B¶oKNVC				139	1	1	-1	-1	1251	1251	0
Mò B¶oKNVC				139	1	1	-1	-1	1253	1253	0
Mò B¶oKNVC				139	1	1	-1	-1	1255	1255	0
Mò B¶oKNVC				139	1	1	-1	-1	1257	1257	0
Sinh Lùc ( D­¬ng )				233	888	888	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	898	898	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	59	59	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	59	59	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	59	59	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	59	59	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	59	59	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	88	88	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	88	88	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	88	88	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	16	16	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	38	38	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) ( D­¬ng )				245	71	71	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	58	58	-1	-1	0	0	0
tèc ®é di chuyÓn				111	78	78	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	59	59	-1	-1	0	0	0
Yªn Hoa KNVC				139	1	1	-1	-1	1263	1263	0
7KNVC				139	1	1	-1	-1	1264	1264	0
3KNVC				139	1	1	-1	-1	1266	1266	0
Sinh Lùc ( D­¬ng )				233	680	680	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	720	720	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	760	760	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	800	800	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	55	55	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	60	60	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	65	65	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	680	680	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	720	720	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	760	760	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	800	800	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	35	35	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	40	40	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	45	45	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	50	50	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	65	65	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	65	65	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	999	999	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	80	80	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	80	80	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	80	80	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	5	5	-1	-1	0	0	0
KNVC				139	1	1	-1	-1	1283	1283	0
KNVC				139	1	1	-1	-1	1284	1284	0
TÊt c¶ VâC«ng KNVC				139	1	1	-1	-1	1290	1290	0
 Quang  Quang Hoµn KNVC				139	1	1	-1	-1	1295	1295	0
Sinh Lùc ( D­¬ng )				233	840	999	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	840	999	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	60	75	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	60	75	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	60	75	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	60	75	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	60	75	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	70	85	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	70	85	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	70	85	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	60	75	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	45	60	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) ( D­¬ng )				245	67	76	-1	-1	0	0	0
tèc ®é di chuyÓn				111	80	90	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	3	4	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	5	10	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	3	4	-1	-1	0	0	0
 Kim Th©n1KNVC				139	1	1	-1	-1	1220	1220	0
 ChiÕn B¸t Ph­¬ng 1KNVC				139	1	1	-1	-1	1221	1221	0
§éc h¶i 1KNVC				139	1	1	-1	-1	1222	1222	0
Hót TinhTrËn 1KNVC				139	1	1	-1	-1	1223	1223	0
Ba la T©mKinh 1KNVC				139	1	1	-1	-1	1224	1224	0
HuyÒn B¨ng V« T©m 1KNVC				139	1	1	-1	-1	1225	1225	0
LiÖt HáaLiªu Thiªn 1KNVC				139	1	1	-1	-1	1226	1226	0
QuyÕt 1KNVC				139	1	1	-1	-1	1227	1227	0
VâThÊt 1KNVC				139	1	1	-1	-1	1228	1228	0
Thiªn 1KNVC				139	1	1	-1	-1	1229	1229	0
 Kim Th©n2KNVC				139	2	2	-1	-1	1220	1220	0
 ChiÕn B¸t Ph­¬ng 2KNVC				139	2	2	-1	-1	1221	1221	0
§éc h¶i 2KNVC				139	2	2	-1	-1	1222	1222	0
Hót TinhTrËn 2KNVC				139	2	2	-1	-1	1223	1223	0
Ba la T©mKinh 2KNVC				139	2	2	-1	-1	1224	1224	0
HuyÒn B¨ng V« T©m 2KNVC				139	2	2	-1	-1	1225	1225	0
LiÖt HáaLiªu Thiªn 2KNVC				139	2	2	-1	-1	1226	1226	0
QuyÕt 2KNVC				139	2	2	-1	-1	1227	1227	0
VâThÊt 2KNVC				139	2	2	-1	-1	1228	1228	0
Thiªn 2KNVC				139	2	2	-1	-1	1229	1229	0
 Kim Th©n3KNVC				139	3	3	-1	-1	1220	1220	0
 ChiÕn B¸t Ph­¬ng 3KNVC				139	3	3	-1	-1	1221	1221	0
§éc h¶i 3KNVC				139	3	3	-1	-1	1222	1222	0
Hót TinhTrËn 3KNVC				139	3	3	-1	-1	1223	1223	0
Ba la T©mKinh 3KNVC				139	3	3	-1	-1	1224	1224	0
HuyÒn B¨ng V« T©m 3KNVC				139	3	3	-1	-1	1225	1225	0
LiÖt HáaLiªu Thiªn 3KNVC				139	3	3	-1	-1	1226	1226	0
QuyÕt 3KNVC				139	3	3	-1	-1	1227	1227	0
VâThÊt 3KNVC				139	3	3	-1	-1	1228	1228	0
Thiªn 3KNVC				139	3	3	-1	-1	1229	1229	0
Sinh Lùc ( D­¬ng )				233	1111	1111	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	70	70	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	70	70	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	70	70	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	35	35	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	6	6	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	35	35	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	5	5	-1	-1	0	0	0
B¨ng  T¨ng C­êng KNVC				139	1	1	-1	-1	1333	1333	0
§¸nh KNVC				139	1	1	-1	-1	1319	1319	0
 Ngäc  Liªu KNVC				139	1	1	-1	-1	1321	1321	0
 Phong KNVC				139	1	1	-1	-1	1323	1323	0
TuyÖt KNVC				139	1	1	-1	-1	1325	1325	0
LùcKNVC				139	1	1	-1	-1	1327	1327	0
 Phong Cuèn V©n Tµn KNVC				139	1	1	-1	-1	1328	1328	0
§o¹n NguyÖt KNVC				139	1	1	-1	-1	1329	1329	0
 Liªu KNVC				139	1	1	-1	-1	1331	1331	0
Sinh Lùc ( D­¬ng )				233	1500	1500	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	20	20	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	10	10	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	60	60	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	150	150	-1	-1	0	0	0
