Name	TransLife	CurrentLevel	CurrentExp	CurrentExpPercent
6as6d6d5d5d	5	150	0	0
TamTam	5	180	0.500138842	0
XeÙDoÙ2	5	150	1.200000004	4
XeÙDoÙ1	5	150	0.901010871	3
qwfwsfsdf	5	150	0	0
Nh­MétVŞThÇn	5	163	37.871	65
jhkhjkhj545	5	150	0	0
dasdasdasdasd	5	150	0	0
qÎqqe3	5	150	0	0
weqeqeqwe	5	150	0	0
ÙKingÙ	5	150	6e-09	0
TrêiSËpDËpD¸i4	5	175	36.044296605	40
TrêiSËpDËpD¸i3	5	175	37.148913448	41
TrêiSËpDËpD¸i2	5	175	37.177327136	41
NTD111111	5	151	5.725156783	22
hgjghjgh	5	150	0	0
hjghjghg	5	150	0	0
TMÙTank	5	180	0	0
234234234	5	150	0	0
BeÙMyÙ007	5	180	40.904431861	92
24234242423434	5	150	0	0
ThanMen	5	151	21.026104243	65
dfgdfgdfg33	5	150	0	0
ytjtfjtyd	5	150	0	0
aaaaaaaaaaa34e3	5	190	0	0
213123123	5	150	0	0
hggdfgdf	5	150	0	0
ghjghjghjg	5	150	0	0
234234244	5	150	0	0
AloÙaloÙ4	5	152	19.025852409	59
AloÙaloÙ3	5	152	15.02582381	46
AloÙaloÙ5	5	152	11.024840179	34
AloÙaloÙ2	5	152	15.025930711	46
AloÙaloÙ1	5	152	15.025278838	46
222222222222	5	180	36.900399331	36
dffdasfasdfas	5	150	0	0
ikikikikikikikik	5	150	0	0
GoogleÙDich	5	154	7.048000004	27
¸d6asd	5	150	0	0
dfssdfsf	5	150	0	0
534534535	5	150	0	0
rfefefef	5	150	0	0
PhãHångTuyÕt3	5	150	1.500045737	5
KûÙNiÖmÙ	5	186	73.480214975	63
dfghfgh	5	150	0	0
12345678jh	5	150	0	0
ThiªnÙPhóc3	4	150	6.505295497	50
ThiªnÙPhóc2	4	150	6.514161253	50
ThiªnÙPhóc1	4	150	2.000275317	15
rtretertterw	5	150	0	0
fsdfsdfsdfs	5	150	0	0
QHÙBĞÙMİssÙ	5	180	0	0
LıÙH¶i	5	180	9	20
dfgdfg	5	150	0	0
weqeqwe	5	150	0	0
MAYÙTHANGÙL	4	185	26.577024795	46
VòngÙTµuChill	5	150	20.999884931	65
345345r3434	5	150	0	0
37ÙBinÙCuÙ§¬	5	150	0	0
BÇuÙDM4	5	192	4.003000875	7
qweqwqw	5	150	3.000009733	11
u6u565	5	150	0	0
…ThÇn•R­îu…3	5	180	0	0
…ThÇn•R­îu…2	5	180	0	0
…ThÇn•R­îu…1	5	180	0	0
qewrwefwfw	5	150	0	0
…ThÇn•R­îu…4	5	180	0	0
ÙKimÙKam	5	151	0	0
HÕtÙHånÙCh­aÙAD	5	151	11.794509503	46
jytjytd	5	150	0	0
ydjytdjtd	5	150	0	0
rfgrefgerfre	5	150	0	0
4564566545446	5	150	0	0
QuûÙTiÓuÙLôc	5	150	0.000354383	0
YouTube	5	151	3.066956098	11
6a6sd6asd	5	150	0	0
dm1324r32432	5	152	13.068207857	40
12312qwe2	5	150	0	0
lasawa	5	162	51.709695406	89
3ÙNhËuÙXÜnÙTĞÙXe	5	151	0.281381762	1
34534r34r	5	150	0	0
NSNDÙCLK	5	181	16.503884531	37
tyrjkyio	5	150	0	0
qwdqwdwd	5	150	0	0
TĞÙN­ícÙTheoÙM­a	5	150	2.207000001	8
34r34r433r	5	150	0	0
CËuBuånV×Ai	5	150	1.3833e-05	0
SeVerÙCuèiNM	4	150	4.162025904	32
duongnob	4	151	11.201032176	87
Ch¹yBossBáB¹n	5	180	1.019241131	0
HáaV­¬ng	4	150	2e-09	0
anhlong123	5	150	0.000132339	0
§õng§ÊmEm	5	150	1.028275941	4
jhkjhkjhkjhk	5	150	0	0
q­eqeqwrer3	5	150	0	0
Muadogrfg	5	150	0	0
thhtyutry	5	150	0	0
4234234	5	150	14.078000008	54
ngami2	5	150	0	0
ngami3	5	150	0	0
Thongla	5	150	24.514409227	95
546546546	5	150	0	0
ghgfhgfhfg	5	150	0	0
qwqeqeqed	5	150	0	0
ghgfhgfhg	5	150	0	0
3…R­îu•G¹o•VN…	5	150	13.814198689	53
clbaaaaaaa	5	180	0	0
V«Ù§ŞchÙThÇnT¨ng	5	180	7.426523896	7
BótBiCñ	5	150	0	0
HoaGiã1	5	150	0	0
dfghghgfh	5	150	0	0
PowerPoint	5	150	0.004040204	0
ÙV©nPhiD­¬ng	5	180	47.084140242	45
aliba33	0	150	0	0
xxÙChuT­ícÙxx	4	150	0.517493841	4
grefgertfwer	5	150	0	0
cbvbcvbcvb	5	150	0	0
asd4sdaf	5	150	0	0
…•§¹i•Ca•…NMC	5	183	64.26507712999999	62
CïngÙKú	5	150	0	0
redrgedrdeg	5	150	0	0
dsadasdasaaa	5	150	0	0
DùaÙ§ãmÙ¡nÙTµn	5	150	2.203899176	8
FGHGFHFGHG	5	150	0	0
ydtjtyj	5	150	0	0
DocCoVuong	5	150	0.007066522	0
VòngTµuChill	5	150	10.497002045	32
uyjyrkjykyi	5	150	0	0
456456456treer	5	150	0	0
qwcqwe12d12	5	150	0	0
46456456465	5	150	0	0
dcsdfsr5345	5	150	0	0
GFHFHFGHF	5	150	0	0
JudoÙVN	5	180	64.296677874	62
LamHera	5	150	8.208323241	32
234234234234	5	150	0	0
JxÙTest05	5	152	4.033234042	12
C¸ÙChim3	5	2200	0	0
JxÙTest02	5	151	26.50175403	82
JxÙTest01	5	151	21.000000903	65
JxÙTest04	5	151	29.005670625	90
CËuÙC¶	5	150	0	0
TVCtank3	5	150	0	0
TVCtank4	5	150	0	0
131qwe12	5	150	0	0
TVCtank0	5	150	0	0
TVCtank1	5	150	0	0
TVCtank2	5	150	0	0
trhtrdjtdy	5	150	0	0
5as5d4a4d	5	150	0	0
d48s54dsa	5	150	0	0
2342423423	5	150	0	0
asdasdas222	5	150	0	0
dfhdfgdsg	5	150	0	0
fsdfsdf	5	150	0	0
GHJGJGH	5	150	0	0
242424	5	150	0	0
NgaMi48K	4	150	0.001308707	0
Kho¸iVîTh»ngB¹nÙ	5	150	19.648030213	76
23423424234234	5	150	0	0
ThanhMuLuanHoi	5	150	0	0
okwin4	4	150	4.171632981	32
okwin3	4	150	4.041631983	31
okwin2	4	150	4.071617819	31
okwin1	4	150	4.071695691	31
ÙMI§ÙÙÙ	5	163	30.000000018	52
gfgfgfdg56	5	150	0	0
LuciLuciLife	4	150	0.001223801	0
NguyetÙMa	5	150	1.999339453	6
MéngÙC«Ù§éc	5	150	1.99981968	6
Ph¸ÙTrinhÙBang1	5	150	0	0
111111	5	150	0	0
«ngÙBÇu	5	180	19.003000002	43
Ph¸ÙTrinhÙBang2	5	150	0	0
Ph¸ÙTrinhÙBang3	5	150	0	0
regerrgr	5	150	0	0
NMChuongVCL	5	162	55.250084573	95
°•ÈnÄDanhÄ@9	4	185	25.21108948	43
QuúnhÙBópÙBªÙ1	5	150	0	0
QuúnhÙBópÙBªÙ3	5	150	0.008999999999999999	0
QuúnhÙBópÙBªÙ2	5	150	0	0
VçÙTıÙBå	5	150	0	0
ChŞÙM­êiÙ1	5	151	30.738874937	96
ChŞÙM­êiÙ2	5	153	18.239253233	56
ChŞÙM­êiÙ3	5	184	39.262570594	89
ChŞÙM­êiÙ4	5	153	27.21674124	85
asfasfqwrqwe	5	150	0	0
ChŞÙM­êiÙ6	5	152	6.745081647	21
fsdfdsfsd	5	150	0	0
FGFGHSDSF	5	150	0	0
B­¬mÙh«ng	5	153	0	0
HoangKhiem	5	166	0	0
kljklkjl	5	150	0	0
fgfgfgdg	5	150	0	0
ÙAnhÙHaiÙ	5	151	31.505735763	98
sdfsdfsdfsdf	5	150	0	0
MrÙQuØ	5	151	1.52286947	5
testÙcode	5	150	0	0
234242424	5	150	0	0
NoÙName	5	180	2.289487451	2
2322343324	5	150	0	0
thinhÙ	5	150	0	0
BachHo	5	150	6.004156757	23
yukgulguil	5	150	0	0
testclon	5	150	2.000000067	7
431455e	5	150	0	0
ThuyYenSex	4	150	2.281e-06	0
ddfffdf	5	150	0	0
sedfwesrwer	5	150	0	0
234242434	5	150	0	0
fghfghgh	5	150	0	0
DMNMoc	4	150	0.003665635	0
grgrgrg	5	150	0	0
tetthu	5	150	0	0
fsdgdrgdsr	5	150	20.116000037	78
ÙVòngTµuChillÙ	5	150	24.998341937	78
35345355	5	150	0	0
13qwe123	5	150	0	0
GHJGHJGH11	5	150	0	0
•TµoÄLao•ÙIII	5	174	61.970580193	80
5y5y5y5y	5	150	0	0
GJGYJG	5	150	0	0
•TµoÄLao•	5	350	0	0
GFHFHFGH	5	150	0	0
thienhankich	5	150	3.000000005	11
duongÙmon	4	150	0	0
1323133131	5	150	0	0
BlackMoon	5	150	0	0
Ù§«ngÙTµ	5	157	1.704650368	4
PaRaCeTaMon	5	180	0.412	0
•So¸iÄInDo•	5	153	7.975406019	31
dfsdfsdfsd	5	150	0	0
Kh­uÙSøÙC¬	5	150	0	0
11211443	5	150	0	0
Ch¾cÙTayÙThßng	5	150	1.000168686	3
ConGµNhĞp	5	150	2.3037e-05	0
hj65u65u65	5	150	0	0
HuyÙL·ngÙTö	5	150	0	0
qefefe	5	150	0	0
Facebook	5	150	10.291193683	40
jhkhjkjkj	5	150	0	0
bbbbbbb	5	150	0	0
HoµngÙTr­êng	5	180	10.998003026	24
ÙÙThoaiÙÙÙ	5	190	21.478849304	41
ÙPutinÙ	5	200	0	0
ThuyÙKieuÙVy	5	150	0.546729325	2
TNÙBª§ª	5	157	22.006168718	68
rrrrrrrrrrrrry	5	150	0	0
12312qawqew	5	150	0	0
ydjykty	5	150	0	0
dsadsadas1	5	150	0	0
HarleyÙ5D	5	150	9.604080175	37
lkyi8lio	5	150	0	0
242342424	5	150	0	0
werewrew	5	150	0	0
566666	5	150	0	0
ehdtrjy	5	150	0	0
MyKelly	5	168	53.725889187	83
NamÙ§Õ	5	150	1.72153402	6
ªqweqweqwe3	5	150	0	0
HJKHJKHJK	5	150	0	0
ewr4oewr	5	150	0	0
KiÕm§åMaxx390	5	150	0	0
KiÕm§åMaxx391	5	150	0	0
KiÕm§åMaxx392	5	150	0	0
KiÕm§åMaxx393	5	150	0	0
TVBTVB	5	180	23.798945169	23
KiÕm§åMaxx395	5	150	0	0
gfhgfhfg	5	150	0	0
ÙÙÙÙS¬nÙ	5	161	40.4	70
dsad1141	5	150	0	0
qaqwqas12121211	5	150	0	0
q­qrdwerfwer3	5	150	0	0
555555555	5	150	0	0
ulugli	5	150	0	0
TÌoÙHÕtÙThêi	5	180	5.7988e-05	0
DmNguyetAnh	5	150	0.005285247	0
NgaMyPh¸i	5	150	2.423540491	9
•§­êngÄLong•	5	177	71.498182414	79
dasdasd	5	150	0	0
12345634	5	150	0	0
qwqeewew	5	150	0	0
5Docbua	5	161	32.179918023	55
adasffgfg	5	150	0	0
werqewwewer	5	150	0	0
jkuykil	5	150	6.000128523	23
a545sd45a4d	5	150	0	0
23432e23	5	150	0	0
tkyukufy	5	150	0	0
j6j5665	5	150	0	0
456546t45	5	150	0	0
­qeqqÌdf	5	150	0	0
rtgrt4sd2	5	150	0	0
sdfsgsggrfgr	5	150	0	0
fsfdsfds	5	150	0	0
wqeqweqwe	5	150	0	0
rgrerfgreerw	5	150	0	0
rtwete5r	5	150	0	0
«ngÙbÇuÙShowbiz	3	200	0	0
KiÕm§åMaxx396	5	150	0	0
­efwfwfw	5	150	0	0
KiÕm§åMaxx398	5	150	0	0
KiÕm§åMaxx399	5	150	0	0
TháNhaiCá	5	167	7.320895138	11
fghfghfg	5	150	0	0
ÙRichÙTrÇnÙ	5	180	0.200000041	0
MrÙKiªn	0	150	0	0
BenÙ10K	4	152	2.200000614	17
Davidson	5	150	3.7772	14
¸dasdsadds	5	150	0	0
wrwrwrfwer	5	150	0	0
2343244	5	150	0	0
34534r32	5	150	0	0
666asd5	5	150	0	0
asdasdasd1	5	150	0	0
ÙADAMÙ	5	150	0	0
XeVIP01	5	180	1.827650831	1
ConLon48	5	151	10.635790148	33
dkajdkljwk	5	150	0	0
ngamychuong	5	160	48.534798629	84
EÙNÙDÙGÙAÙMÙEÙ01	5	180	2.000000859	4
EÙNÙDÙGÙAÙMÙEÙ02	5	150	18.001626907	56
EÙNÙDÙGÙAÙMÙEÙ03	5	150	15.50143734	48
KiÕm§åMaxx351	5	150	0	0
KiÕm§åMaxx352	5	150	0	0
KiÕm§åMaxx353	5	150	0	0
KiÕm§åMaxx354	5	150	0	0
KiÕm§åMaxx350	5	150	0	0
wqweqwe1	5	150	0	0
o0oÙLuXuBuÙo0o	5	150	0.05	0
jnrhb4g	5	150	0	0
uertttwet	5	150	0	0
T×nhÙKiÕmÙ4	5	152	2.007337834	6
T×nhÙKiÕmÙ3	5	152	4.008633247	12
T×nhÙKiÕmÙ2	5	152	2.00819897	6
iufghdtr	5	150	0	0
B×nhÙKhïng	5	150	1e-09	0
trêtrtretwer	5	150	0	0
3423423244	5	150	0	0
eweeeeeeeeeeee	5	150	0	0
hgjhgjghvbnb	5	150	0	0
FGHFGHF11	5	150	0	0
93TiÕuN¹i	5	150	0	0
BaChuVoLam	5	190	0	0
47…•VIP•…@3	5	158	2.8	7
47…•VIP•…@2	5	160	21.030001227	36
47…•VIP•…@1	5	160	0	0
2532532	5	150	0	0
ÙTBÙ04	4	150	0	0
trhgeg54g	5	150	0	0
ÙTBÙ02	4	150	0	0
ÙTBÙ03	4	150	0	0
KiÕm§åMaxx366	5	150	0	0
KiÕm§åMaxx365	5	150	0	0
KiÕm§åMaxx368	5	150	0	0
KiÕm§åMaxx367	5	150	0	0
KiÕm§åMaxx373	5	150	0	0
KiÕm§åMaxx374	5	150	0	0
KiÕm§åMaxx371	5	150	0	0
KiÕm§åMaxx372	5	150	0	0
L¨ngÙNh¹c	4	150	0	0
KiÕm§åMaxx370	5	150	0	0
dasdafd	5	150	0	0
ÙÙCLBÙÙ	5	180	0	0
htrdjrj	5	150	0	0
234234234weqwe	5	150	0	0
BĞÙHétÙLu	5	180	0	0
ád656a5sdasd	5	150	0	0
eqweqweq	5	150	3.000020765	11
MéngÙTinh	5	180	7.505633704	7
hjhjfjfnf	5	150	0	0
KiÕm§åMaxx359	5	150	0	0
Tomlolol	5	150	24.760444345	96
KiÕm§åMaxx355	5	150	0	0
asdasdas	5	150	0	0
KiÕm§åMaxx357	5	150	0	0
KiÕm§åMaxx358	5	150	0	0
qeqweqwd	5	150	0	0
ghjghjgh1111	5	150	0	0
KiÕm§åMaxx364	5	150	0	0
KiÕm§åMaxx363	5	150	0	0
XeVIP03	5	180	2.034567629	1
FGHFGHF1	5	150	0	0
TYCÙNo1	5	180	0	0
CungÙThø	5	150	0	0
q­edqqee	5	150	0	0
asdfghh	5	150	0	0
LaoDoiVat	4	155	6.551033083	34
jghjghjghj	5	150	0	0
JHKHJHJK	5	150	0	0
KiªnÙLú	0	150	0	0
ADIDALAT	5	150	0	0
D©mD©mC«N­¬ng	4	190	39.734391972	62
ggggggggggggè	5	150	0	0
retydghtyh	5	150	0	0
thuyyen	5	201	0	0
FGHGHJGHJ	5	150	0	0
LaÙH¸n	4	190	17.892127229	27
VinhÙ5	5	152	2.00754426	6
VinhÙ4	5	152	4.007900983	12
VinhÙ3	5	152	4.007820885	12
VinhÙ2	5	152	4.007879	12
7777777rf	5	150	0	0
nhangia	5	151	10.556000006	41
G¸iÙB¸nÙD©m	5	150	0	0
ssdasdsadsad	5	150	0	0
VinhÙ1	5	152	4.007850774	12
fdgdfg111	5	150	0	0
1…R­îu•G¹o•VN…	5	150	13.81582962	53
5454dfdsfsd	5	150	0	0
ÙÙÙ2ÙÙ	5	151	8.526754736999999	33
D©nCh¬i§ÊtC¶ng3	5	180	14.376462866	14
D©nCh¬i§ÊtC¶ng1	5	180	13.953930904	13
D©nCh¬i§ÊtC¶ng2	5	180	14.952450459	14
TNÙBadao	4	150	0	0
QuanGia	5	150	0.501048563	1
3454r34r3434r3	5	150	0	0
dfghfgbv	5	150	0	0
qwfdsfsd	5	150	0	0
324234e23	5	150	0	0
L·oThæ	5	150	7.222103713	28
4ÙNhËuÙXÜnÙTĞÙXe	5	150	24.855791137	97
DontCry	4	150	0	0
dfgfdg	5	150	0	0
HJHJKHKHJK	5	150	0	0
qeqweqw	5	150	0	0
sdaasdas	5	150	0	0
32e23e23	5	150	0	0
Ê222a2s22	5	150	0	0
ngudocdao	0	150	0.001496017	0
q­1eqeqeqe	5	150	0	0
46964645	5	150	0	0
7u5676	5	150	0	0
hthtryrt	5	150	0	0
HarleyÙDM	5	150	6.005315714	23
6666666644444444	5	150	0	0
4545454545	5	150	0	0
regreger	5	150	0	0
rtfeerewe3	5	150	0	0
§¸nhÙchã	5	150	0	0
34534535werer	5	150	0	0
TaDoc69	5	150	7.3586e-05	0
C¸ÙHåi4	5	2200	0	0
SGJoker	4	150	1.502899841	11
67567657	5	150	0	0
Tuananhpro	5	150	0	0
BèÙGiµÙ1	5	150	0	0
TriÖuÙTöÙLongÙ86	5	150	0	0
fdgfdgfdgfdg	5	150	0	0
NetÙCafeÙS÷a	5	152	13.982196064	54
1ÙRångÙRãtÙSŞp	4	150	0.00021666	0
hdfrgdgtj	5	150	0	0
DiÖpÙMÉnÙNhi	5	150	1.001633094	3
IÙAmÙKhoa	5	150	0.600824465	2
ChienÙLang	5	150	0.003359282	0
TinhNhatPhai	5	150	0	0
ChayTheoBuzBua	5	158	26.800585695	69
BatSauNhatGai	5	150	0	0
qweqeqweqw	5	150	0	0
ditheoanh	5	173	2.966576273	3
33s3552	5	150	0	0
­edqdad	5	150	0	0
345rrwrew	5	150	0	0
VâÙ§ang	5	180	33.013945062	75
grgrtgrgr	5	150	0	0
wagrsehesrh	5	150	0	0
MaÙ§éc	5	192	11.923890135	9
hrfgergrg6	5	150	0	0
nnnnnnnnnnnnnnnn	5	150	0	0
5y575y5y	5	150	0	0
ÙZNATNmk	5	180	19.004330636	43
111111113	5	190	0	0
ADMINNNN	5	150	0	0
hkhfsdterwerwe	5	150	0	0
rttrtghrt	5	150	0	0
uyhuiuiu	5	150	0	0
qweqw3	5	150	0	0
Yamato	5	150	0	0
hbnfghjrth	5	150	0	0
DMÙ002	5	152	7.000000007	21
gb4g4g	5	150	0	0
qwdqwe123123	5	150	0	0
LiÖtD­¬ngC«ngTö	4	150	11.524774528	90
yrjdytdk	5	150	0	0
ukjtrujyuk	5	150	0	0
QuynhTram	5	150	0	0
HJKHJHGHF	5	150	0	0
ThæÙC«ng	5	188	42.49813217	96
ThiÕuÙL©mÙQ	5	180	0	0
MesSi10	5	150	9.003641415000001	28
sdfsdfqfqqf	5	150	0	0
LaoNhi	5	150	22.095706219	86
2343242343	5	150	0	0
VinhÙÙ	5	152	4.007840038	12
q­eqeqweqeqe	5	150	0	0
sdfsdf345dfwe32	5	150	0	0
PhiÙ§ao	4	151	5.917032017	46
Tr©u§iªn	5	180	22.998670373	22
a54sd54asd5a4d	5	150	0	0
BeoBao2022	5	150	0.505920949	1
LongNhiCB	4	150	2.5503e-05	0
asdasd34341	5	150	0	0
ewewewewewewewew	5	150	0	0
NhÊtThæ	5	150	0.000820125	0
ThÇyÙ¤ngÙNéi	5	180	0.000239499	0
THEOSAU	5	150	7.53400002	29
­qeqweqweqw	5	150	0	0
TiGerFc	5	150	4.0008445	15
NguuCo	5	150	0.000762038	0
rgergrgrg5	5	150	0	0
rtfewfef	5	150	0	0
VungÙTauÙRea18	5	150	1.996001539	6
ÙÙSPÙÙ	5	155	19.648001235	51
dsdsdsdsdi	5	150	0	0
a654fga	5	150	0	0
grtgergr	5	150	0	0
LuciproVip	4	150	0.001196534	0
LongNhiBÊtB¹i	5	151	6.49176549	25
42324242	5	150	0	0
Khuemoxlang5	5	150	5.500000629	17
sdfdsfsdfsfs	5	150	0	0
1352a65sd6	5	150	0	0
ewfwfsfs	5	150	0	0
VòCLKLCL	5	150	0	0
rgrgrergre	5	150	0	0
wöªgÎthth	5	150	0.017000022	0
VµngÙ2	5	150	0.234365448	0
BĞÙPhôHå	5	150	0	0
Thongla1	5	150	2.113841202	8
VµngÙ3	5	150	0.222880852	0
MéngÙCÇm	5	180	7.703679066	7
qedfewfwef	5	150	0	0
TNDTrïm	4	150	0	0
Ng¸0Ù03	4	150	1.400000602	10
ÙTigerÙ2	5	191	28.046501073	53
ÙTigerÙ3	5	188	14.690360349	33
ÙTigerÙ1	5	190	6.000021234	11
ÙTigerÙ4	5	186	26.115406186	59
tygretgrger	5	150	0	0
Ng¸0Ù01	4	189	5.897000609	10
qweasd	5	150	0	0
GiangHåMíiCh×m	5	160	48.348023743	83
LªTİn§N	0	150	0	0
y5y54y545	5	150	0	0
2342Ïwer	5	150	0	0
HangThuHan	5	150	0.000606637	0
thgrhty	5	150	0	0
ZzMrCuZz1	4	185	17.070066506	29
ZzMrCuZz2	4	185	14.37	24
TiªnKiÕm	5	150	0.000118224	0
5656565656	5	150	0	0
Hihihi	5	191	80.12259729500001	62
BenÙBem	4	191	0.500000001	0
1111qqqq1q1	5	150	0	0
wqeqweqwewqeqwe	5	150	0	0
ffsfsdf	5	150	0	0
896768678	5	150	0	0
NgaMyÙ	5	151	25.01923886	78
MaÙKiem	5	151	25.022940508	78
dsfsdfsdfs	5	150	0	0
loisatnatdit	5	150	0	0
grgrgferw	5	150	0	0
jhkhjkjkjghh	5	150	0	0
rfghrt67fgddfgy	5	150	0	0
TMÙTrängÙ§¹t	4	150	0	0
conlonkiem	5	156	6.491412578	16
ÙSèÙ0ÙTrßnÙTrÜnh	4	200	0	0
1234321	5	150	0	0
SGÙLangÙThang	5	180	0	0
TiÓu§«ngTµÙ1	5	150	0	0
TiÓu§«ngTµÙ2	5	150	0	0
TiÓu§«ngTµÙ3	5	150	0	0
©1sd14	5	150	0	0
•So¸iÄCam•	5	172	28.881419606	37
q­eqwe6e	5	150	0	0
asdasd234asdf	5	150	0	0
BèL¸oÙNM	5	180	35.500003078	80
”•…ThuıÄDiÔm…•”Ù	5	2200	0	0
ÙTigerÙ	5	194	14.145075854	27
HGJGHJGHJ	5	150	0	0
hjghjhj	5	150	0	0
hjghjhg	5	150	0	0
adsadasda	4	150	0	0
234212	5	150	0	0
gvbfbfng	5	150	0	0
ThõaÙT­íng	5	150	3.702647577	14
234234234234123	5	150	0	0
CïiÙX×ÙB¾pÙIII	4	163	16.56444526	57
ThangBeBeoPhi	5	164	55.875217881	97
34534r3	5	150	0	0
TµÙHo¶Ù§ÕÙQu©n	5	166	24.914971766	38
gfhfghhgf	5	150	0	0
SAD123	5	150	0	0
rgregrege	5	150	0	0
65413jkk	5	150	0	0
wsdsdsd	5	150	0	0
DocSatMong	4	150	0.398997603	3
HJKHHKJ	5	150	0	0
ghgfhfgh	5	150	0	0
hjghjgh	5	150	0	0
454545452q	5	150	0	0
GietTestTV	5	150	10.03149557	39
1ÙNhËuÙXÜnÙTĞÙXe	5	156	5.941470194	15
L·o§éc	5	150	6.921822927	27
hjkhjkjkjhk	5	150	0	0
NMCÙ1ÙGãcÙTrêi	5	160	4.511247112	7
q­2eddw	5	150	0	0
VoLamHoangKim	0	200	0	0
Kiemgia3	5	150	5.468105136	21
fghfghfgh	5	150	0	0
fdfdfdfdfd	5	150	0	0
qdafasfsadf	5	150	0	0
ThanBua	4	150	0.000145585	0
jhjghjhj	5	150	0	0
Kiemgia1	5	150	5.97014061	23
adfasfsdafsd	5	150	0	0
aaaaaaaa	5	180	0	0
•So¸iÄTaiWan•	5	172	50.763144178	66
BèL¸oÙCL	5	180	35.500000663	80
ChóÙTiÓuÙ3	4	152	10.426393724	81
6as56d46a4sd54ad	5	150	0	0
rewrfwefew	5	150	0	0
ChóÙTiÓuÙ1	4	152	10.532251415	82
ChóÙTiÓuÙ2	4	152	10.427361266	81
57676767	5	150	0	0
52as5d	5	150	0	0
QuúnhÙBópÙBª	5	150	0.003	0
BONÙNGAOÙDA	4	182	17.95	35
TiÓuÙAka	4	191	40.480552945	63
hth55h54	5	150	0	0
dffdffd	5	150	0	0
qrqf3f	5	150	0	0
2ÙNhËuÙXÜnÙTĞÙXe	5	151	0.314414915	1
rtgterttwe	5	150	0	0
dfsvbfsvv	5	150	0	0
DaoThiBuoi	5	150	0.000956821	0
TikÙTok	5	150	15.26900792	59
greshrehr	5	150	0	0
ThikBopZu	5	150	0	0
rer3rfedf	5	150	0	0
tuyhfghfghfhf	5	150	0	0
qwcczXczxc	5	150	0	0
CéngÙ§ångÙJxViÖt	5	180	0	0
ytjyfjtd	5	150	0	0
MrÙKien	5	180	0	0
TiªnN÷VuètTrô	4	189	3.65	6
Bin77ND	4	150	2.000188879	15
rewwwwwwwwwwwwww	5	150	0	0
gfhgfhgfj	5	150	0	0
2131232131	5	150	0	0
fdghfdy56sdf	5	150	0	0
qweqw123	5	150	0	0
TieuÙLongNu	5	169	5.523137266	8
gfhgfhgfh	5	150	0	0
AnhÙ5ÙnhíÙchŞÙ5	4	150	1.013633242	7
hjkhjkj	5	150	0	0
3a2s3d3a12sd13as	5	150	0	0
NicolasReus	5	150	4.106e-05	0
6tryrtü	5	150	0	0
HarleyÙTN	5	153	6.305853541	24
19191919	5	150	0	0
2342342423423423	5	150	0	0
LASTgamingNM	4	189	25.643216675	44
ADAMÙÙ	5	150	0	0
OngNoiMayDay	5	150	2.7495e-05	0
1212x21x	5	150	0	0
hhjdfhjfjj	5	150	0	0
q®fÌwsfs	5	150	0	0
32423e23	5	150	0	0
LoliPop	4	150	0	0
wqwqwqwqw	5	150	0	0
AlaÙTLQ	5	150	0	0
TrémÙChã	5	150	1.000169085	3
rydjdytjyt	5	150	0	0
ThiªnÙPhócÙ1	4	150	4.511323208	35
Xe5Doc	4	150	3.709782817	28
HarleyÙVD	5	163	1e-09	0
QaiÙThu	5	172	47.36773969	61
HáaÙTinh	4	150	0	0
BinhÙGold	4	150	1.4075e-05	0
dsfsdfsdfsd	5	150	0	0
TLNamNhi	4	150	6.6246e-05	0
ertwefrewf	5	150	0	0
swqeqweqw	5	150	0	0
5a5d45dfg	5	150	0	0
BaoBeo2022	5	150	0.100268776	0
ThangNhocBeoPhi	5	164	2.64046299	4
11111111	5	150	0	0
XeÙL«iÙ03	5	150	0	0
XeÙL«iÙ02	5	150	0	0
XeÙL«iÙ01	5	150	0	0
rgerreg	5	150	0	0
h554y545	5	150	0	0
tufkuykyf	5	150	0	0
234324234234	5	150	0	0
Akasukii	5	150	0.406878016	1
edadadasd	5	150	0	0
LiveChym	5	150	0	0
MôcNiÖmTõ	5	154	1.442193663	5
FGHFGH	5	150	0	0
ChiÕnT­íngO4	5	182	10.043738922	22
tyyyyyyyyy	3	154	2.41244423	37
Ù1PhótÙ§amMªÙ	5	168	29.348652104	45
QKSÙNM	5	180	0	0
ChimÙMoi	4	150	6.000851425	46
EmGai3	5	150	1.171480726	4
BèL¸oÙDM	5	180	37.00000066	84
EmGai1	5	150	1.171429414	4
EmGai0	5	150	0	0
jytkfufkfky	5	150	0	0
xaxaxa1	5	150	31.004411892	96
066666666	5	150	0.237880205	0
65u65u665	5	150	0	0
444444444	5	150	0	0
12d12d12d	5	150	0	0
TheÙThere	5	162	8.020574361	13
778768	5	150	0	0
HACTHANLONG	5	150	2.000618032	6
jyttt563	5	150	0	0
HaiDMN	5	150	21.436951378	83
45454tg	5	150	0	0
aaaaaaaaaaaaaaaa	4	150	0	0
MaL0ng3	5	150	4.000029383	12
MaL0ng2	5	150	4.000029404	12
qwcqwe2	5	150	0	0
1231qwe1	5	150	0	0
45645456546	5	150	0	0
XeMatang1	5	150	0.00016841	0
PSÙDragon	5	150	17.002583455	53
EmÙ§ÑpÙQuyÒnÙEm	5	151	13.064200132	51
ÙÙZnat3	5	180	13.000591481	29
fyukuy	5	150	0	0
